time,F3(gamma),FC5(gamma),AF3(gamma),F7(gamma),T7(gamma),P7(gamma),O1(gamma),O2(gamma),P8(gamma),T8(gamma),F8(gamma),AF4(gamma),FC6(gamma),F4(gamma),F3(beta),FC5(beta),AF3(beta),F7(beta),T7(beta),P7(beta),O1(beta),O2(beta),P8(beta),T8(beta),F8(beta),AF4(beta),FC6(beta),F4(beta),F3(alpha),FC5(alpha),AF3(alpha),F7(alpha),T7(alpha),P7(alpha),O1(alpha),O2(alpha),P8(alpha),T8(alpha),F8(alpha),AF4(alpha),FC6(alpha),F4(alpha),F3(theta),FC5(theta),AF3(theta),F7(theta),T7(theta),P7(theta),O1(theta),O2(theta),P8(theta),T8(theta),F8(theta),AF4(theta),FC6(theta),F4(theta),F3(delta),FC5(delta),AF3(delta),F7(delta),T7(delta),P7(delta),O1(delta),O2(delta),P8(delta),T8(delta),F8(delta),AF4(delta),FC6(delta),F4(delta)
273.5,251.3247928,681.6510379,581.9042771,664.2523844,283.4942178,370.7162189,362.1800545,650.4195967,518.9018479,432.7873165,1022.545319,485.2419333,810.5727791,342.2791502,81.69913006,234.9273964,222.4004961,212.0666121,91.21551373,252.910859,130.999212,109.1659927,200.8630809,197.3915496,576.3660944,193.3716286,398.2546796,149.011487,159.6745965,149.0337194,312.5381791,300.6076874,71.35894759,150.2889417,90.10894805,289.5784644,229.5876424,113.2943723,518.6738233,264.446456,413.6918474,244.7769845,79.49515523,417.7421257,463.3663506,610.1316873,302.0672229,156.4530122,397.6803146,382.5915277,264.7403899,449.6341941,372.4270685,166.4759721,394.8401176,126.6214249,31436.964,16289.412,17509.616,33354.831,40493.764,6609.384,79175.79,28024.504,23975.091,3441.79,1823.827,20384.016,3506.239,1610.096
273.75,146.5530185,382.1435329,365.944659,356.0143287,323.312488,291.8380886,333.6883286,302.6251463,247.0931563,580.3300908,715.3945252,558.7715849,625.5685432,279.3313195,48.61373686,118.961795,153.2702979,62.83227724,102.9826975,172.5630196,110.820074,75.48883625,106.3193159,238.0334674,324.1431634,288.1194085,202.0306342,127.1146862,10.40912227,54.52645055,44.12341677,71.42636877,124.8682217,118.2884941,182.9435794,144.9342274,76.34328912,206.3868691,160.2745271,158.2701937,114.2671269,70.32999436,68.63121414,55.76622145,454.9323924,276.9156463,192.298812,166.3880527,126.3301861,107.0720969,340.0233223,317.1294055,466.2827964,265.4253023,317.2207019,74.84529814,31510.964,17230.412,16635.616,33821.831,42886.764,5798.384,81082.79,26079.504,22654.091,1039.79,2159.827,20700.016,2353.239,1190.096
274,203.216397,768.3774056,247.0302978,193.2625881,440.6901884,193.532297,299.9204374,533.8466177,369.6436355,670.6801933,629.7884425,288.358967,562.7693089,250.1178804,108.6323258,149.0525349,79.33715594,198.7142345,216.5153465,102.3086507,161.6876898,295.6579957,295.2206231,439.8404557,146.8706866,144.0714478,255.7650403,97.92352999,45.27402511,389.4603661,252.9311168,135.6253563,130.4615075,171.9787673,165.114072,167.4165732,205.8768396,108.1330585,286.0291076,263.5751114,429.5583063,184.174345,84.52901732,536.374584,165.6104153,286.56256,347.7431669,216.0617441,206.1063724,229.6949592,202.4604409,652.2771672,646.6188797,482.964906,439.689842,226.9025393,30940.964,15036.412,19542.616,34803.831,42261.764,6170.384,80701.79,27235.504,23494.091,1295.79,943.173,24070.016,5879.239,2550.096
274.25,656.8737013,775.035352,1402.01337,814.3814772,1174.195251,500.1213005,308.6138741,462.3455057,257.8193511,1149.948583,336.6733703,796.4699765,682.674293,891.733164,225.4903063,369.0436399,501.3138682,281.6389061,389.8857799,242.0946498,137.4236078,201.7647041,62.56714386,454.7511862,94.3574875,190.9811982,222.3183585,309.4809353,178.0018663,231.026431,401.0422011,321.3741097,474.3657859,124.8042472,118.8144217,159.3925889,149.4353601,302.5761773,206.3353549,412.0795046,140.0362386,290.0573956,757.8391772,486.0306335,1539.460506,811.146838,1361.480405,327.8013873,163.7751657,833.3286138,437.8360385,1831.340208,765.6489944,1495.517675,1265.925593,1040.602048,33864.964,13101.412,14163.616,29847.831,36184.764,4800.384,79678.79,29468.504,23559.091,7219.79,125.173,19372.016,3368.239,979.904
274.5,517.5675928,672.1017395,998.8561387,1048.990762,1041.263433,507.0794722,406.4005123,542.075835,204.7178086,1115.087403,695.9911594,936.0249362,1026.533648,708.054081,201.2681134,234.7777768,351.9028468,448.9552763,435.5629607,215.9155196,99.63835829,232.3761005,190.7423369,432.3806929,306.1209377,243.7688773,326.0305041,206.0685286,78.50446511,329.2047321,69.99505726,161.7868846,300.9756742,152.0489147,127.6748535,153.1131187,183.4753163,97.67155577,205.0225138,80.2949724,101.3071098,39.35311215,694.7590693,286.8749898,1234.039779,1346.297265,1199.947895,303.9332313,237.0191992,971.9518148,391.0374952,1513.029231,641.9817321,1269.163473,1401.35863,925.1059038,37867.964,9847.412,6775.616,24467.831,28992.764,1622.384,79686.79,33760.504,24295.091,14964.79,1195.827,16047.016,2576.761,6026.904
274.75,478.2129168,620.526291,697.9792512,1112.465155,526.3233195,381.2984212,472.4728298,297.1933556,355.5573852,497.4349347,588.8355231,474.8166051,448.3192822,424.7304877,179.8597851,234.2453757,273.019179,497.347539,265.0255664,78.87245822,89.15117842,135.8736188,126.0288883,95.96529857,231.0366903,156.7745477,234.8218185,186.082595,143.8829986,175.7944983,366.3731377,524.8876905,278.5179376,199.1154635,127.7191841,215.056531,210.6167718,46.22985732,136.4413491,301.5871012,158.4419122,176.1015158,370.3040925,78.68670648,341.4997837,1181.071648,421.1108378,374.5082916,417.9572065,589.6175307,462.1320466,750.094003,1245.27917,1141.790764,720.2077217,189.8428978,40797.964,8614.412,2213.616,17811.831,24058.764,627.616,80179.79,34959.504,24472.091,18112.79,1916.827,13598.016,5720.761,8683.904
275,177.9235854,732.3950075,368.4617299,353.4719673,409.8794144,239.3647085,230.7254026,227.757827,485.4576419,454.6621653,399.1561689,375.5446957,230.5770604,247.9925231,19.91399578,218.8899109,137.4102164,90.85617058,103.1330385,96.99430755,174.2043803,55.53614997,182.3757393,159.4085588,78.35168629,175.0907032,78.64714111,86.83878167,55.59145754,100.7902623,261.3640662,258.5894663,255.5993107,95.21526999,107.0155547,106.1679057,148.2985548,234.2318608,112.2445292,229.4078125,111.5818427,102.668937,50.27828473,254.8291672,473.3020019,490.5529423,529.2274474,154.0744146,78.01507477,174.6121119,315.1678105,445.2048292,564.1271776,390.3776789,361.0974028,216.9237264,42036.964,9567.412,1718.616,16023.831,23834.764,907.616,80065.79,35091.504,23981.091,17101.79,3732.827,13103.016,7640.761,9237.904
275.25,291.4525198,400.9409994,531.742181,617.3998845,903.6074737,248.7637519,287.7338587,416.4114492,381.7476047,867.8340941,670.7082306,532.7476245,446.9150197,350.2963355,124.4283038,162.9084251,249.6481506,240.4663263,310.3773998,89.99114278,121.1813613,171.7165915,233.1407198,299.814583,303.5430067,222.1526759,208.1856478,119.9505502,36.57253424,147.2269776,150.098168,257.1564005,431.6952032,65.3434389,144.9406547,65.33817228,127.2787067,274.0246988,203.2184814,166.7515906,44.66171047,133.7203619,294.0576304,240.4374202,606.5644754,662.2822106,918.3024895,182.4709127,59.65206758,189.7572797,177.207032,835.7809771,503.5288615,387.5922653,171.2462325,359.2563551,40940.964,11039.412,5196.616,18977.831,28474.764,452.616,80285.79,33756.504,21882.091,12284.79,5225.827,16634.016,7512.761,7217.904
275.5,357.240748,496.4178582,773.5147759,907.5716127,1042.836639,394.1023721,370.3804221,709.3373451,424.8147389,1044.116127,498.5582858,2908.702114,527.391023,581.4499317,124.0955175,170.7098464,245.1082087,286.3967946,434.8319813,138.2866048,93.9950255,173.6432275,56.22573235,410.1324275,133.8590231,930.1601267,94.38775669,180.9853567,172.3066959,250.8355228,290.9743788,255.9692017,342.3346999,91.94765068,98.80166848,368.2565232,148.1382215,431.0169302,163.1627856,1052.128751,54.65660615,288.7956033,521.8764849,130.8990588,1034.908367,882.8660624,1194.476955,146.7012207,193.9305518,844.4956705,263.0302925,1420.112126,157.0257535,4609.836831,533.5179571,779.3720886,38523.964,12746.412,9789.616,24394.831,34780.764,636.384,80660.79,31987.504,21553.091,6693.79,7212.827,26766.016,8041.761,4669.904
275.75,582.0674031,373.4091875,1390.7115,1125.103426,1091.326995,292.3390055,459.6025502,881.875037,374.8255023,1349.489956,411.9694614,784.0112123,814.790497,892.4776426,203.3420707,158.8620487,415.4417287,434.4572894,436.9875657,75.7007548,174.4281058,336.7065787,167.1370566,476.3179212,121.3555306,271.7509881,317.8514555,290.5137122,274.1758871,158.2264323,529.317306,348.8556513,332.6972113,133.5959135,246.3299033,346.6940562,345.2196518,574.3948696,364.2979576,344.9222799,464.5096386,350.7931015,533.0083765,192.684177,1059.028245,1232.304632,1231.331713,35.71255595,86.41251879,808.2834849,157.5764002,1233.853758,187.7078816,620.3081887,609.507116,668.6530321,35381.964,12895.412,16358.616,30447.831,42335.764,1368.384,81327.79,27619.504,20041.091,1671.21,6641.827,36681.016,4386.761,33.904
276,485.7002839,341.1016047,791.9225714,890.1919027,853.0581949,428.5670914,381.475602,555.9614028,348.1838158,1082.36671,485.8427029,547.3390133,693.1526315,655.3303274,150.7249686,208.3913035,216.053994,292.2948272,273.8044161,145.4523536,159.3438003,211.0648343,81.4800727,274.9613471,141.2200768,176.022378,199.584661,236.7535542,130.8492379,271.371868,124.4725772,87.3239962,256.3477674,215.1305223,98.02892772,14.59261352,178.2045979,115.9904586,173.2048707,158.072248,131.4016239,63.53824969,636.4925822,178.4649676,1005.640635,1155.880159,1060.65686,29.97520735,393.1732351,813.4002669,239.1268275,1178.199702,571.7449343,688.9261914,763.9881912,693.2740079,32224.964,13170.412,21945.616,36568.831,49251.764,2297.384,82549.79,22874.504,19264.091,9043.21,5657.827,39959.016,445.761,4110.096
276.25,401.2620085,526.0113448,463.7789945,524.576377,554.7854458,273.4190048,295.8832484,381.4892403,252.232508,485.325789,315.7580765,261.3598967,429.1277215,408.1161977,112.2180977,172.370128,96.11102163,84.4070956,209.4526409,158.0095128,88.18727538,154.7325737,153.3624291,166.9673041,125.9242006,115.8757065,118.6287267,100.8227556,148.7213194,93.20427062,130.5679598,100.5184297,153.6777386,85.15954878,78.24161892,80.51720949,26.72226597,89.39998135,39.07595479,105.023777,139.1250443,115.6560448,384.7928843,347.1397525,720.372174,846.3969073,520.7205288,139.1013645,119.0925868,311.3426726,198.3421104,340.3752307,104.1965248,249.0119247,371.248327,389.0704004,29610.964,13821.412,25861.616,40892.831,53330.764,3354.384,83352.79,19937.504,19287.091,13614.21,4071.827,41529.016,2151.239,7479.096
276.5,181.1169632,418.7131333,368.9322941,542.7139804,328.8196522,314.6814473,249.3465625,333.0696085,160.4605224,391.6287782,645.1672396,291.833536,753.1764813,270.8208249,105.9272614,151.8520219,183.8643816,168.8843896,130.3122483,37.73630917,108.1287279,170.6211179,80.62517738,167.1640058,187.3429495,127.1871202,150.4534547,172.0345733,102.8328132,239.7524431,199.0237515,251.4440227,70.89567884,110.183019,142.579669,157.6695238,10.68516356,121.375213,221.0140398,151.2334857,276.3182632,139.1486065,183.3585234,331.4166607,76.81371742,245.0865126,134.2165042,140.6386898,208.6630718,183.4958436,226.4635785,151.4087187,80.84757043,76.4506182,170.5019018,156.6337789,28076.964,12617.412,28529.616,43451.831,54935.764,3689.384,83666.79,18306.504,19729.091,14872.21,3412.827,42258.016,4686.239,9651.096
276.75,156.2995269,454.383307,182.50949,378.8899483,170.9538823,247.5188549,306.2457324,187.8056387,287.2563332,354.5958026,637.5315067,280.1530225,513.6558314,231.5297825,61.10989222,111.2844046,69.89207396,72.61438229,114.1525596,124.6454505,75.97846153,146.7389779,210.0215807,189.2295785,202.8717818,170.2264757,193.9382481,91.35129969,104.1772159,131.6789115,168.8855741,128.5317366,26.32601031,149.9256138,166.2549718,66.77039644,123.3273737,75.85862122,150.5357859,110.4355418,94.54640267,62.67280807,132.321688,156.9745768,110.1939541,75.63948234,55.56750767,297.7860575,113.642976,114.9674076,194.3755847,241.7596096,232.625376,195.1251949,166.7003019,80.63041273,27102.964,11409.412,29137.616,44067.831,55420.764,3468.384,84140.79,17678.504,20383.091,15052.21,2425.827,42183.016,6274.239,10476.096
277,149.6670445,327.880268,372.300615,455.5316767,407.0311242,172.5696134,371.4160968,492.5601901,402.0298904,499.6119721,473.9701318,712.3014593,621.0991034,301.1484674,91.00138154,161.0837027,192.4452506,107.6728436,90.45648678,89.06213217,153.1695342,262.7109002,222.6520541,269.5833916,380.9948355,236.909523,411.8850727,134.6231183,14.71125051,118.8987256,140.0927414,70.26161142,88.66633426,112.7661064,101.5558447,247.3410534,149.3900913,244.5768121,151.8786777,137.4115255,163.8837087,127.5780858,70.5075142,219.4823567,397.3076131,774.4915464,194.6432489,104.8938475,194.4942863,504.9300892,370.9869957,739.4859599,875.0578883,672.163536,834.1119702,187.2119191,26305.964,10477.412,29782.616,46116.831,55034.764,2871.384,84075.79,18584.504,21220.091,13785.21,1534.827,41831.016,6592.239,11051.096
277.25,261.1198952,502.8995342,379.5611129,469.9391949,461.2720381,245.1302632,332.8505324,275.6001011,483.7572213,642.4189356,775.5904063,510.8278374,834.2312246,302.0151154,88.49912657,250.7663061,103.5838093,145.2591445,148.3862892,111.2852425,99.56284287,166.0982573,174.5581557,229.6360851,356.9800091,192.6799535,305.4825675,61.75683729,133.6801769,160.0454244,242.7149986,144.6187366,108.8479953,165.0961372,166.4730709,134.0500504,48.55436347,141.6803523,135.8747906,234.0417844,43.21566783,158.1238626,175.5601765,118.0824668,552.8234367,619.4521064,588.1093777,213.6890162,104.5027733,215.8928819,150.5686344,493.9567254,111.7164813,682.366424,304.4187053,225.6430332,26875.964,10472.412,27403.616,44498.831,52428.764,3215.384,83971.79,19717.504,21639.091,11877.21,2622.827,38384.016,5739.239,10281.096
277.5,129.6530258,413.8377372,141.9446335,402.8101064,348.0537647,320.8642939,316.9332818,239.9244342,350.9078968,370.4324445,1077.060225,396.5994912,806.8398044,203.4417932,68.79916432,62.26333976,99.28091381,227.1064168,149.641477,105.6945895,94.85743738,124.7186344,150.470678,202.268637,514.2412766,126.2884011,266.8773912,103.7681473,18.83599224,79.7249035,89.15829704,114.3801419,146.9310033,71.2828932,88.77522175,98.08845894,43.01181028,113.3411493,381.7590176,108.058277,297.2170159,81.5469596,82.17356827,307.056443,171.8741526,618.4583551,425.6568668,171.7175846,140.1484313,155.7766944,465.603269,476.0522977,2091.061835,698.1197341,1284.189066,371.7662251,27040.964,11905.412,26668.616,42370.831,49435.764,4520.384,83759.79,20326.504,21055.091,11275.21,1483.173,38242.016,8352.239,10505.096
277.75,200.44348,377.7965167,426.061985,382.641537,287.0300307,334.3718106,446.976711,465.3862265,479.2608876,653.6323364,438.0786633,455.7752863,651.7473517,340.3247675,69.30247919,140.786411,158.9518133,114.8738749,202.7961963,135.1709404,153.03286,74.40462257,124.5949725,201.4227762,136.5036544,123.7143189,68.03939471,165.5081547,46.33415309,134.2400093,121.8071899,183.2508603,40.34975872,140.8932129,160.9606486,156.3353102,135.1310035,166.2738695,135.1166842,106.4388177,181.9842374,53.21889739,18.41818048,249.2333927,222.430059,185.1444388,132.5042606,156.9537038,137.6338146,333.5317614,166.5304337,434.1481959,397.7012029,341.5542179,343.1677447,310.9499989,27379.964,12281.412,24855.616,40341.831,48323.764,4821.384,84017.79,21526.504,20962.091,10014.21,2572.173,37095.016,8322.239,9359.096
278,177.3306229,303.7882232,300.0455714,282.889555,378.6122947,329.7664983,420.6894738,476.9271217,538.7934929,659.3689254,453.0057136,691.8528919,491.5553684,356.2848376,39.09818534,130.4022528,91.12073816,88.06267125,106.5268074,99.50984939,268.0463408,189.6972276,149.5410531,214.4556661,242.2070778,193.2579839,190.4774614,111.8377115,42.33573716,38.40763678,100.1015557,51.07083766,135.8311109,144.8029626,255.8276245,358.8805774,360.1417934,418.0003268,343.2686929,273.364482,407.6467387,178.4784051,170.7490801,282.5989122,338.3376533,247.8924221,323.9385464,225.9611697,284.466929,251.44245,149.7071452,507.0286695,295.6719085,640.1395967,150.2679442,277.9409817,27550.964,13771.412,23475.616,39590.831,46398.764,4841.384,83794.79,22736.504,21792.091,7479.21,688.173,34897.016,7311.239,8232.096
278.25,234.6776513,387.8015821,308.022468,374.9988408,345.8240591,243.9353957,410.5336902,560.2557832,495.837483,517.3499543,447.4574692,286.1737257,612.0001674,358.9785018,93.01769373,103.4528962,125.9982283,105.6463705,164.2018305,115.6570557,138.2905573,228.5802599,285.7880356,323.9241561,56.61583277,125.2245145,202.1625338,146.3596754,42.97743903,160.0761794,192.9680993,186.7107809,45.93163049,87.96327922,104.1627871,224.3400634,231.5772146,269.4464148,333.4498842,213.516177,355.777142,156.2646345,73.79574622,235.3231648,120.5585145,198.5385827,40.85203835,182.6822089,218.1830457,109.3486942,168.9472157,172.5213037,435.6613349,86.93928857,375.8917847,59.40059096,28772.964,13461.412,22156.616,39318.831,44656.764,5241.384,82486.79,23914.504,22081.091,5510.21,1496.173,33861.016,7915.239,6961.096
278.5,302.391407,355.6558611,374.151584,458.9174518,267.1384472,361.024685,277.7871624,506.4005731,430.9620023,490.380916,696.4554388,585.2631179,687.7384955,358.6390595,62.21807413,117.8303938,154.846096,269.6600103,117.7156418,88.76905579,182.3342104,152.5945137,71.67154704,278.3525032,258.103075,247.6868583,297.5441328,89.12374335,154.2155804,305.5365706,342.9514333,450.0000132,200.3055573,119.6932531,214.6486845,141.5671752,78.97928731,275.9795084,511.444186,474.9510896,451.4144767,300.3475941,143.9681192,51.72747175,246.4270452,241.012012,335.8395816,105.1377524,93.89618766,220.827621,162.7685761,554.1941673,686.750369,555.2305812,620.0324275,286.6732774,29352.964,12442.412,21202.616,39159.831,43817.764,5008.384,81773.79,23699.504,22178.091,3682.21,968.173,32527.016,6678.239,6025.096
278.75,154.0398199,463.9562548,320.6593843,322.48128,368.3407663,342.8280502,690.4451545,421.8712234,459.2466342,385.8858684,459.928298,404.6843981,543.7838647,307.4025066,89.60235319,157.8210479,138.7294534,138.356075,136.6321026,91.01040389,186.9417341,155.9577495,141.854377,207.2261934,372.3408836,165.7531784,379.211313,140.3489986,119.5182249,281.788283,381.1121678,365.3412689,300.3193768,207.5948212,133.7525382,366.2294359,352.6838707,349.2822073,262.015663,305.5076355,364.5830541,189.6648671,118.9950377,474.3571636,316.1781573,250.7851396,455.1568352,189.1388094,262.9072186,207.7670092,121.4632747,103.144405,539.1255478,68.77563399,251.5271949,68.08848434,29739.964,12912.412,19692.616,38284.831,42559.764,5440.384,80796.79,23528.504,22331.091,2278.21,1990.173,31204.016,6262.239,5157.096
279,152.8309407,792.892568,309.1066193,335.8336401,193.5131892,358.6905576,577.0559197,433.0077714,337.9368085,380.9757542,499.4185517,412.6474313,568.36327,290.765403,38.98184556,143.4340648,191.4405483,133.8965042,109.617199,64.17176177,175.1815728,144.3234731,88.64653942,203.7329561,229.7393025,227.4671569,233.9880788,125.4092927,83.61643606,62.33829104,166.4967201,139.5359571,146.1503237,96.74307337,103.9383692,209.9919813,84.3248616,179.8473057,163.1099471,249.2285094,213.7987398,96.95800228,177.1617293,478.793878,98.41736883,17.22424441,161.2099412,178.2049628,356.2944137,298.7273101,155.0282664,100.5506804,575.6362505,99.96926705,51.9369833,92.18593842,30429.964,12484.412,18794.616,37497.831,41024.764,5004.384,80559.79,23653.504,21329.091,1968.21,3383.173,30307.016,7512.239,4749.096
279.25,177.0153665,331.9373627,326.3584982,249.6351964,270.6808763,278.2244942,467.2702201,438.9792515,283.1767436,348.3096438,602.5573875,347.8254004,443.8390204,199.1204355,45.54087817,85.52083597,87.83554696,111.425047,122.7976726,117.4132512,114.8409754,184.5454817,213.8015228,143.9419259,201.6532748,92.34170864,181.7754784,107.0168138,23.69136434,100.9159474,70.55957693,95.12055369,109.8103725,190.5004082,130.6518719,109.8936465,62.57933485,20.11967806,334.0946854,178.8473916,240.700425,46.40481018,112.2746554,129.724042,491.2025143,301.1629957,348.1301479,358.0558375,248.3891095,178.8820464,238.7246767,423.3773931,1061.956117,665.8050864,644.6614611,360.1397179,31205.964,11620.412,17717.616,36339.831,39620.764,5288.384,79702.79,24875.504,21763.091,582.21,3612.173,29366.016,6518.239,4213.096
279.5,295.6788437,428.6823303,489.1815575,396.102014,218.1997915,278.9278029,294.0617893,437.6729902,408.1957798,608.3644276,766.7342883,647.2111197,666.183155,318.7654011,102.9984546,252.3997188,292.8934394,310.8953675,132.4681672,157.7791315,97.96307243,29.03177636,249.5003905,170.8492567,231.8786364,307.5331423,158.9222916,114.9816389,74.44173337,123.8832129,169.0174323,115.9107061,69.95758221,20.85921033,134.5835471,230.5038866,161.2536521,280.1356679,432.0008443,363.449254,470.5104396,208.1495162,139.7914247,421.7193801,472.483749,682.892937,45.26976385,185.0603799,223.7932753,213.7737901,148.2018576,203.365767,728.3372207,745.167082,682.3333234,351.2875342,31466.964,12450.412,17119.616,35126.831,39042.764,6535.384,78787.79,25784.504,21543.091,1355.21,4764.173,28986.016,6343.239,3914.096
279.75,197.658798,259.9545263,301.0838461,149.0356779,173.3450531,159.3242401,571.8300698,413.2166359,386.3655908,594.2720317,469.7647518,290.9045014,377.834359,293.4145033,73.28168813,117.1064393,138.3145123,103.3169853,84.71967846,115.2485529,147.1408463,186.4469359,143.87033,117.6276582,135.0255429,133.3538288,206.872067,77.18762342,127.884069,185.347217,116.1335412,118.3046393,124.9422617,85.07793785,180.3723333,261.456167,292.9269749,292.1033439,201.0230324,28.87428466,70.74218769,23.844657,173.4572095,197.7216306,66.65189655,153.1894022,219.7746322,330.9968089,413.633102,384.5927548,234.8438604,295.2209897,209.7731639,147.2855059,377.4291166,132.0743031,32037.964,14262.412,15564.616,34543.831,38925.764,5974.384,78773.79,27103.504,22123.091,786.79,1705.173,26802.016,4905.239,2685.096
280,153.2706809,441.8692441,359.0911202,478.9220628,293.8692388,414.1222659,484.6510133,388.138779,494.3898881,502.5966562,393.3439679,351.1373242,506.462263,193.9516029,82.92913204,186.2172514,169.8430088,263.5045731,152.4196765,173.4839509,167.9140302,171.9867926,209.4794954,248.9122831,279.7699241,258.4468509,217.5506946,135.9770923,55.92461271,49.82344667,107.9671129,176.8584433,61.23814232,76.40757899,236.465876,352.0049167,338.306579,428.5575071,487.0724699,249.2578671,385.014804,113.8683003,83.5925019,202.3317001,146.4304357,189.3129795,166.8674556,207.6268533,89.20246225,256.2613209,197.8811351,425.8700431,734.2399241,721.3646115,563.8980574,472.3433137,32682.964,13618.412,15302.616,35163.831,39452.764,5848.384,78123.79,27974.504,22203.091,1639.79,353.173,25175.016,5066.239,1672.096
280.25,310.4302029,536.1901281,350.7742034,312.6119867,459.5280151,320.1428806,774.800932,791.2300843,504.771461,791.4427108,575.6618488,622.235433,608.6658919,369.9373102,156.1257403,302.6141646,205.3912592,157.4845672,66.8917953,107.7914722,360.9564127,429.2445142,308.2713041,199.6974372,350.3509675,228.6622643,302.1719734,161.6830799,161.2764152,272.6454542,416.6813396,330.1412447,296.5700652,195.1558896,232.7838863,496.7349995,630.6665834,819.0563518,792.9660398,741.2750185,796.3357661,523.5746221,163.5825789,741.1075008,280.5603203,343.5321432,471.86643,202.1134428,585.6731642,299.586015,404.2017574,701.4131729,778.1697811,567.7792847,743.2237094,382.1818579,32379.964,11841.412,15609.616,35435.831,39393.764,4541.384,80512.79,24995.504,20029.091,1216.79,2173.173,25537.016,6947.239,2026.096
280.5,221.3268582,505.0961507,620.1043032,417.7414223,474.300761,306.318285,499.79083,406.257543,621.812607,659.8498648,429.0034079,648.8230219,607.9188025,449.7634291,98.66353629,163.3434502,190.6132104,165.8722652,217.6140486,55.99903393,320.1231944,206.5874489,159.7713316,343.834489,274.4326771,143.5241731,380.7073552,148.3103789,91.71717993,145.0328169,378.0850517,326.7047889,359.2150003,128.7628979,223.3719915,226.5310859,439.2247163,592.7249327,347.9288423,372.4189121,496.3851399,184.1480653,114.8192765,586.2968894,327.3194875,108.7608404,405.2314556,311.2549878,563.8815196,394.4984518,371.5389578,464.5986087,354.4221968,505.3431166,299.5082414,327.4648761,32552.964,9142.412,13536.616,33855.831,36954.764,3916.384,83903.79,24840.504,21358.091,3529.79,3234.173,24257.016,7265.239,1115.096
280.75,266.2060111,595.8079639,605.6310366,590.2381741,308.5791107,321.7270646,475.4454032,532.5283184,296.7444083,801.9233609,541.2899045,975.423838,614.4289395,586.9724062,99.6175868,287.3238976,176.9532746,188.2437761,89.86674136,173.5605531,174.6135192,338.8917206,365.4696229,512.1333222,405.0828648,244.5672683,439.5434826,171.6052142,75.45649821,301.0585851,287.6087703,412.8306699,263.2471914,88.90432559,131.6374918,292.708943,300.8591804,439.5581016,374.1632096,384.6207146,532.1705192,217.8998425,95.61552461,765.3201936,306.1619649,354.9610989,343.1955052,321.7969414,414.9479531,171.8472197,242.6015005,339.1352667,535.2027386,425.7467835,197.6507549,231.414415,33667.964,5862.412,10620.616,31751.831,34439.764,3252.384,86397.79,25249.504,21942.091,5943.79,3865.173,21601.016,6211.239,634.904
281,213.6813494,466.2193898,438.7837641,556.6536153,547.9416329,353.2350495,515.6628236,314.8637856,397.6476111,597.3771578,802.7659664,506.1700627,832.7959793,335.3358987,100.6196137,222.3402857,240.9247324,177.6606257,156.0535454,59.09183002,152.1482126,83.72919269,75.67655629,116.4343699,209.2987315,332.6792493,258.2417082,242.4221985,103.9062452,86.21920364,301.6687251,204.7959886,169.0784808,165.3186724,225.9838192,17.40627749,151.9854045,137.6637103,360.4305424,367.0532068,351.8295231,249.3350179,24.80579732,259.1619742,186.6358804,304.543794,342.2719692,397.2482341,219.7915518,226.0243429,324.7637984,540.1089035,669.8028358,311.5252482,195.4200293,148.3573381,34013.964,4928.412,10618.616,30478.831,33814.764,2323.384,87021.79,26042.504,22128.091,7133.79,4681.173,20809.016,4105.239,1080.904
281.25,226.9291224,690.9688236,349.8903096,330.9943508,191.3601466,164.3037357,246.1190274,369.2791295,420.6192721,488.7026755,348.672919,433.657065,455.8601616,228.9135194,140.0721274,388.1648581,305.9489536,227.24195,83.39413937,102.6799877,155.1954019,163.6363317,263.0882614,296.2422266,310.8536068,287.2442956,335.6485265,193.4530062,69.82638702,182.9228496,24.88017318,100.4275003,38.31082581,88.6070206,157.8764121,105.5802596,57.73836602,124.0936161,115.863734,31.01675616,61.37932586,94.86934706,46.42471493,561.0703933,44.59728452,269.390804,129.2019219,263.8135508,96.67844042,246.5967275,166.6148616,463.6568158,776.4521737,374.2652069,430.2446116,236.2771552,34101.964,7143.412,11188.616,30258.831,34909.764,1017.384,87435.79,24857.504,20155.091,4068.79,7368.173,22237.016,5440.239,300.904
281.5,96.90494857,556.8475942,509.1132798,368.7537485,270.1493936,292.0938323,437.2309956,453.7107933,478.4427551,463.2004136,558.4952055,811.4553457,561.0802118,604.0904043,32.46928808,163.7955088,294.1692977,208.6206425,182.5398089,182.792712,132.2704115,80.21972851,124.5667675,367.3717229,184.4700702,262.8606967,287.9200988,232.9990769,47.35775888,112.3698741,190.8057513,118.4984868,75.71557721,132.9082898,127.6928824,239.7587053,337.3509924,572.6754754,377.7202733,251.9014398,515.9080781,172.2316151,47.8466216,254.8832556,596.6351877,471.6571388,256.8932055,217.5673522,302.2366727,58.38509412,94.73779411,551.0977103,545.0059531,874.4275037,370.967317,396.2162894,34723.964,9504.412,11755.616,30935.831,35305.764,2172.384,85847.79,25016.504,19803.091,3148.79,5439.173,23218.016,5129.239,753.096
